city,year,weekofyear,total_cases
sj,2011,7,21
sj,2011,8,20
sj,2011,9,20
sj,2011,10,20
sj,2011,11,20
sj,2011,12,20
sj,2011,13,21
sj,2011,14,27
sj,2011,15,20
sj,2011,16,20
sj,2011,17,20
sj,2011,18,32
sj,2011,19,20
sj,2011,20,32
sj,2011,21,33
sj,2011,22,39
sj,2011,23,33
sj,2011,24,63
sj,2011,25,70
sj,2011,26,50
sj,2011,27,44
sj,2011,28,48
sj,2011,29,37
sj,2011,30,66
sj,2011,31,41
sj,2011,32,70
sj,2011,33,50
sj,2011,34,69
sj,2011,35,48
sj,2011,36,41
sj,2011,37,48
sj,2011,38,37
sj,2011,39,46
sj,2011,40,46
sj,2011,41,39
sj,2011,42,39
sj,2011,43,45
sj,2011,44,37
sj,2011,45,37
sj,2011,46,38
sj,2011,47,40
sj,2011,48,46
sj,2011,49,21
sj,2011,50,33
sj,2011,51,20
sj,2012,52,20
sj,2012,1,21
sj,2012,2,21
sj,2012,3,20
sj,2012,4,20
sj,2012,5,20
sj,2012,6,20
sj,2012,7,20
sj,2012,8,20
sj,2012,9,20
sj,2012,10,20
sj,2012,11,20
sj,2012,12,20
sj,2012,13,20
sj,2012,14,23
sj,2012,15,25
sj,2012,16,21
sj,2012,17,20
sj,2012,18,49
sj,2012,19,32
sj,2012,20,40
sj,2012,21,41
sj,2012,22,37
sj,2012,23,42
sj,2012,24,43
sj,2012,25,44
sj,2012,26,44
sj,2012,27,43
sj,2012,28,39
sj,2012,29,42
sj,2012,30,53
sj,2012,31,41
sj,2012,32,45
sj,2012,33,52
sj,2012,34,47
sj,2012,35,40
sj,2012,36,42
sj,2012,37,44
sj,2012,38,44
sj,2012,39,44
sj,2012,40,41
sj,2012,41,41
sj,2012,42,50
sj,2012,43,41
sj,2012,44,44
sj,2012,45,41
sj,2012,46,41
sj,2012,47,41
sj,2012,48,49
sj,2012,49,37
sj,2012,50,19
sj,2012,51,21
sj,2013,1,24
sj,2013,2,21
sj,2013,3,20
sj,2013,4,20
sj,2013,5,21
sj,2013,6,20
sj,2013,7,20
sj,2013,8,20
sj,2013,9,20
sj,2013,10,20
sj,2013,11,20
sj,2013,12,20
sj,2013,13,22
sj,2013,14,23
sj,2013,15,33
sj,2013,16,28
sj,2013,17,21
iq,2010,26,8
iq,2010,27,2
iq,2010,28,8
iq,2010,29,0
iq,2010,30,0
iq,2010,31,3
iq,2010,32,0
iq,2010,33,5
iq,2010,34,0
iq,2010,35,11
iq,2010,36,7
iq,2010,37,4
iq,2010,38,27
iq,2010,39,8
iq,2010,40,12
iq,2010,41,18
iq,2010,42,11
iq,2010,43,15
iq,2010,44,30
iq,2010,45,15
iq,2010,46,8
iq,2010,47,8
iq,2010,48,13
iq,2010,49,10
iq,2010,50,15
iq,2010,51,4
iq,2011,52,9
iq,2011,1,1
iq,2011,2,7
iq,2011,3,7
iq,2011,4,0
iq,2011,5,10
iq,2011,6,8
iq,2011,7,8
iq,2011,8,10
iq,2011,9,8
iq,2011,10,8
iq,2011,11,8
iq,2011,12,8
iq,2011,13,8
iq,2011,14,10
iq,2011,15,8
iq,2011,16,8
iq,2011,17,25
iq,2011,18,8
iq,2011,19,0
iq,2011,20,22
iq,2011,21,21
iq,2011,22,18
iq,2011,23,4
iq,2011,24,14
iq,2011,25,3
iq,2011,26,8
iq,2011,27,10
iq,2011,28,0
iq,2011,29,0
iq,2011,30,0
iq,2011,31,0
iq,2011,32,0
iq,2011,33,1
iq,2011,34,12
iq,2011,35,4
iq,2011,36,0
iq,2011,37,2
iq,2011,38,4
iq,2011,39,22
iq,2011,40,7
iq,2011,41,8
iq,2011,42,25
iq,2011,43,8
iq,2011,44,15
iq,2011,45,15
iq,2011,46,8
iq,2011,47,8
iq,2011,48,14
iq,2011,49,11
iq,2011,50,8
iq,2011,51,23
iq,2012,52,27
iq,2012,1,23
iq,2012,2,23
iq,2012,3,7
iq,2012,4,15
iq,2012,5,10
iq,2012,6,10
iq,2012,7,7
iq,2012,8,6
iq,2012,9,4
iq,2012,10,8
iq,2012,11,7
iq,2012,12,3
iq,2012,13,8
iq,2012,14,7
iq,2012,15,24
iq,2012,16,19
iq,2012,17,23
iq,2012,18,8
iq,2012,19,2
iq,2012,20,23
iq,2012,21,5
iq,2012,22,4
iq,2012,23,5
iq,2012,24,0
iq,2012,25,2
iq,2012,26,2
iq,2012,27,0
iq,2012,28,0
iq,2012,29,3
iq,2012,30,0
iq,2012,31,0
iq,2012,32,0
iq,2012,33,0
iq,2012,34,3
iq,2012,35,0
iq,2012,36,0
iq,2012,37,12
iq,2012,38,3
iq,2012,39,3
iq,2012,40,0
iq,2012,41,26
iq,2012,42,9
iq,2012,43,10
iq,2012,44,15
iq,2012,45,18
iq,2012,46,23
iq,2012,47,26
iq,2012,48,42
iq,2012,49,27
iq,2012,50,10
iq,2012,51,29
iq,2013,1,23
iq,2013,2,3
iq,2013,3,11
iq,2013,4,25
iq,2013,5,23
iq,2013,6,27
iq,2013,7,23
iq,2013,8,8
iq,2013,9,8
iq,2013,10,19
iq,2013,11,28
iq,2013,12,38
iq,2013,13,16
iq,2013,14,15
iq,2013,15,10
iq,2013,16,27
iq,2013,17,8
iq,2013,18,0
iq,2013,19,27
iq,2013,20,11
iq,2013,21,7
iq,2013,22,7
iq,2013,23,7
iq,2013,24,2
iq,2013,25,0
iq,2013,26,1
