city,year,weekofyear,total_cases
sj,2012,15,32
sj,2012,16,30
sj,2012,17,25
sj,2012,18,36
sj,2012,19,31
sj,2012,20,37
sj,2012,21,37
sj,2012,22,35
sj,2012,23,40
sj,2012,24,41
sj,2012,25,45
sj,2012,26,44
sj,2012,27,42
sj,2012,28,36
sj,2012,29,44
sj,2012,30,42
sj,2012,31,42
sj,2012,32,40
sj,2012,33,38
sj,2012,34,44
sj,2012,35,38
sj,2012,36,43
sj,2012,37,43
sj,2012,38,45
sj,2012,39,44
sj,2012,40,40
sj,2012,41,41
sj,2012,42,38
sj,2012,43,40
sj,2012,44,41
sj,2012,45,41
sj,2012,46,39
sj,2012,47,39
sj,2012,48,36
sj,2012,49,33
sj,2012,50,30
sj,2012,51,26
sj,2013,1,27
sj,2013,2,27
sj,2013,3,22
sj,2013,4,24
sj,2013,5,27
sj,2013,6,21
sj,2013,7,22
sj,2013,8,22
sj,2013,9,26
sj,2013,10,25
sj,2013,11,22
sj,2013,12,21
sj,2013,13,31
sj,2013,14,30
sj,2013,15,33
sj,2013,16,34
sj,2013,17,26
iq,2010,26,11
iq,2010,27,7
iq,2010,28,11
iq,2010,29,0
iq,2010,30,0
iq,2010,31,5
iq,2010,32,1
iq,2010,33,7
iq,2010,34,1
iq,2010,35,8
iq,2010,36,8
iq,2010,37,7
iq,2010,38,4
iq,2010,39,7
iq,2010,40,6
iq,2010,41,5
iq,2010,42,6
iq,2010,43,12
iq,2010,44,14
iq,2010,45,8
iq,2010,46,8
iq,2010,47,9
iq,2010,48,11
iq,2010,49,12
iq,2010,50,13
iq,2010,51,6
iq,2011,52,11
iq,2011,1,8
iq,2011,2,11
iq,2011,3,9
iq,2011,4,7
iq,2011,5,8
iq,2011,6,9
iq,2011,7,10
iq,2011,8,11
iq,2011,9,9
iq,2011,10,10
iq,2011,11,10
iq,2011,12,11
iq,2011,13,11
iq,2011,14,10
iq,2011,15,9
iq,2011,16,11
iq,2011,17,15
iq,2011,18,12
iq,2011,19,7
iq,2011,20,12
iq,2011,21,13
iq,2011,22,12
iq,2011,23,11
iq,2011,24,12
iq,2011,25,9
iq,2011,26,11
iq,2011,27,11
iq,2011,28,1
iq,2011,29,4
iq,2011,30,6
iq,2011,31,5
iq,2011,32,4
iq,2011,33,4
iq,2011,34,1
iq,2011,35,1
iq,2011,36,7
iq,2011,37,9
iq,2011,38,9
iq,2011,39,12
iq,2011,40,9
iq,2011,41,11
iq,2011,42,17
iq,2011,43,10
iq,2011,44,11
iq,2011,45,11
iq,2011,46,11
iq,2011,47,9
iq,2011,48,14
iq,2011,49,13
iq,2011,50,12
iq,2011,51,14
iq,2012,52,15
iq,2012,1,15
iq,2012,2,13
iq,2012,3,8
iq,2012,4,9
iq,2012,5,13
iq,2012,6,13
iq,2012,7,11
iq,2012,8,10
iq,2012,9,6
iq,2012,10,11
iq,2012,11,10
iq,2012,12,7
iq,2012,13,10
iq,2012,14,11
iq,2012,15,17
iq,2012,16,16
iq,2012,17,13
iq,2012,18,12
iq,2012,19,2
iq,2012,20,13
iq,2012,21,9
iq,2012,22,10
iq,2012,23,8
iq,2012,24,0
iq,2012,25,5
iq,2012,26,3
iq,2012,27,2
iq,2012,28,1
iq,2012,29,2
iq,2012,30,0
iq,2012,31,3
iq,2012,32,1
iq,2012,33,1
iq,2012,34,2
iq,2012,35,4
iq,2012,36,3
iq,2012,37,7
iq,2012,38,4
iq,2012,39,6
iq,2012,40,2
iq,2012,41,14
iq,2012,42,8
iq,2012,43,13
iq,2012,44,13
iq,2012,45,13
iq,2012,46,15
iq,2012,47,15
iq,2012,48,16
iq,2012,49,14
iq,2012,50,11
iq,2012,51,15
iq,2013,1,16
iq,2013,2,8
iq,2013,3,12
iq,2013,4,15
iq,2013,5,15
iq,2013,6,16
iq,2013,7,14
iq,2013,8,12
iq,2013,9,12
iq,2013,10,15
iq,2013,11,15
iq,2013,12,17
iq,2013,13,15
iq,2013,14,13
iq,2013,15,13
iq,2013,16,15
iq,2013,17,10
iq,2013,18,1
iq,2013,19,15
iq,2013,20,11
iq,2013,21,10
iq,2013,22,11
iq,2013,23,10
iq,2013,24,9
iq,2013,25,7
iq,2013,26,9
