city,year,weekofyear,total_cases
sj,2012,45,38
sj,2012,46,38
sj,2012,47,38
sj,2012,48,38
sj,2012,49,33
sj,2012,50,21
sj,2012,51,18
sj,2013,1,29
sj,2013,2,17
sj,2013,3,16
sj,2013,4,17
sj,2013,5,17
sj,2013,6,19
sj,2013,7,17
sj,2013,8,16
sj,2013,9,16
sj,2013,10,16
sj,2013,11,17
sj,2013,12,16
sj,2013,13,26
sj,2013,14,20
sj,2013,15,24
sj,2013,16,23
sj,2013,17,18
iq,2010,26,7
iq,2010,27,3
iq,2010,28,8
iq,2010,29,1
iq,2010,30,1
iq,2010,31,3
iq,2010,32,3
iq,2010,33,3
iq,2010,34,1
iq,2010,35,8
iq,2010,36,4
iq,2010,37,3
iq,2010,38,6
iq,2010,39,3
iq,2010,40,5
iq,2010,41,11
iq,2010,42,4
iq,2010,43,9
iq,2010,44,9
iq,2010,45,6
iq,2010,46,6
iq,2010,47,8
iq,2010,48,9
iq,2010,49,8
iq,2010,50,7
iq,2010,51,3
iq,2011,52,7
iq,2011,1,3
iq,2011,2,7
iq,2011,3,5
iq,2011,4,2
iq,2011,5,4
iq,2011,6,5
iq,2011,7,8
iq,2011,8,8
iq,2011,9,8
iq,2011,10,7
iq,2011,11,5
iq,2011,12,8
iq,2011,13,8
iq,2011,14,8
iq,2011,15,5
iq,2011,16,7
iq,2011,17,7
iq,2011,18,8
iq,2011,19,4
iq,2011,20,6
iq,2011,21,7
iq,2011,22,7
iq,2011,23,6
iq,2011,24,14
iq,2011,25,3
iq,2011,26,7
iq,2011,27,7
iq,2011,28,1
iq,2011,29,2
iq,2011,30,2
iq,2011,31,1
iq,2011,32,2
iq,2011,33,1
iq,2011,34,3
iq,2011,35,1
iq,2011,36,1
iq,2011,37,3
iq,2011,38,3
iq,2011,39,7
iq,2011,40,4
iq,2011,41,8
iq,2011,42,8
iq,2011,43,5
iq,2011,44,7
iq,2011,45,7
iq,2011,46,8
iq,2011,47,8
iq,2011,48,7
iq,2011,49,7
iq,2011,50,8
iq,2011,51,7
iq,2012,52,7
iq,2012,1,7
iq,2012,2,7
iq,2012,3,5
iq,2012,4,6
iq,2012,5,7
iq,2012,6,8
iq,2012,7,7
iq,2012,8,11
iq,2012,9,10
iq,2012,10,7
iq,2012,11,6
iq,2012,12,10
iq,2012,13,6
iq,2012,14,6
iq,2012,15,8
iq,2012,16,8
iq,2012,17,7
iq,2012,18,7
iq,2012,19,3
iq,2012,20,7
iq,2012,21,3
iq,2012,22,3
iq,2012,23,3
iq,2012,24,4
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,4
iq,2012,29,3
iq,2012,30,4
iq,2012,31,3
iq,2012,32,1
iq,2012,33,1
iq,2012,34,4
iq,2012,35,1
iq,2012,36,1
iq,2012,37,4
iq,2012,38,1
iq,2012,39,3
iq,2012,40,2
iq,2012,41,7
iq,2012,42,4
iq,2012,43,8
iq,2012,44,7
iq,2012,45,7
iq,2012,46,8
iq,2012,47,8
iq,2012,48,8
iq,2012,49,7
iq,2012,50,8
iq,2012,51,7
iq,2013,1,7
iq,2013,2,4
iq,2013,3,14
iq,2013,4,7
iq,2013,5,9
iq,2013,6,7
iq,2013,7,7
iq,2013,8,8
iq,2013,9,7
iq,2013,10,7
iq,2013,11,7
iq,2013,12,7
iq,2013,13,7
iq,2013,14,8
iq,2013,15,7
iq,2013,16,7
iq,2013,17,8
iq,2013,18,1
iq,2013,19,7
iq,2013,20,8
iq,2013,21,6
iq,2013,22,6
iq,2013,23,6
iq,2013,24,3
iq,2013,25,1
iq,2013,26,2
