city,year,weekofyear,total_cases
iq,2013,3,7
iq,2013,4,7
iq,2013,5,8
iq,2013,6,8
iq,2013,7,8
iq,2013,8,8
iq,2013,9,8
iq,2013,10,8
iq,2013,11,8
iq,2013,12,8
iq,2013,13,8
iq,2013,14,8
iq,2013,15,8
iq,2013,16,8
iq,2013,17,8
iq,2013,18,7
iq,2013,19,7
iq,2013,20,7
iq,2013,21,7
iq,2013,22,7
iq,2013,23,7
iq,2013,24,7
iq,2013,25,8
iq,2013,26,8
